 ,院校代码,院校名称,专业组,专业名称,招生地区,选考科目,招生年份,录取批次,最低分,最低分位次,招生人数,备注,,,,,,,,,,,,,
不分文理,A008,北京科技大学,2C,自动化类,山东,物理,2021,常规1志愿,615,9892,16,- ,,,,,,,,,,,,,
不分文理,P020,海军军医大学,15,医学影像学(临床影像医师),山东,物理和生物,2021,常规1志愿,615,9741,1,- ,,,,,,,,,,,,,
不分文理,A287,南京航空航天大学,06,电气工程及其自动化,山东,物理,2021,常规1志愿,615,9983,12,- ,,,,,,,,,,,,,
不分文理,A141,大连理工大学,36,车辆工程(英语强化),山东,物理,2021,常规1志愿,615,9857,2,- ,,,,,,,,,,,,,
不分文理,A033,中国传媒大学,41,翻译,山东,不限,2021,常规1志愿,615,9778,3,- ,,,,,,,,,,,,,
不分文理,A033,中国传媒大学,61,智能科学与技术(智能媒体技术方向),山东,物理,2021,常规1志愿,615,9930,2,- ,,,,,,,,,,,,,
不分文理,A611,重庆大学,DH,工科试验班(工程与能源类),山东,物理,2021,常规1志愿,615,9654,55,- ,,,,,,,,,,,,,
不分文理,A288,南京理工大学,4W,计算机类,山东,物理,2021,常规1志愿,615,9696,8,- ,,,,,,,,,,,,,
不分文理,A422,山东大学,08,外国语言文学类,山东,不限,2021,常规1志愿,615,10007,67,- ,,,,,,,,,,,,,
不分文理,A422,山东大学,23,建筑学(五年制),山东,物理或历史,2021,常规1志愿,615,9948,18,- ,,,,,,,,,,,,,
不分文理,A422,山东大学,X4,社会学类,山东,不限,2021,常规1志愿,615,9755,15,- ,,,,,,,,,,,,,
不分文理,A532,湖南大学,54,测控技术与仪器,山东,物理,2021,常规1志愿,615,9767,1,- ,,,,,,,,,,,,,
不分文理,A532,湖南大学,56,电气工程及其自动化,山东,物理,2021,常规1志愿,615,9667,11,- ,,,,,,,,,,,,,
不分文理,A019,中国农业大学,04,园艺,山东,物理或化学或生物,2021,常规1志愿,615,9743,3,- ,,,,,,,,,,,,,
不分文理,A422,山东大学,Y0,能源动力类,山东,物理,2021,常规1志愿,615,9659,60,- ,,,,,,,,,,,,,
不分文理,A697,西北大学,13,考古学,山东,历史或地理,2021,常规1志愿,615,10029,1,- ,,,,,,,,,,,,,
不分文理,A183,吉林大学,74,自动化类,山东,物理,2021,常规1志愿,615,10005,8,- ,,,,,,,,,,,,,
不分文理,A532,湖南大学,71,应用物理学,山东,物理,2021,常规1志愿,615,9992,4,- ,,,,,,,,,,,,,
不分文理,H213,哈尔滨工业大学(威海),15,电气工程及其自动化,山东,物理,2021,常规1志愿,615,9719,27,- ,,,,,,,,,,,,,
不分文理,A019,中国农业大学,49,农业工程类,山东,物理,2021,常规1志愿,615,9979,3,- ,,,,,,,,,,,,,
不分文理,A532,湖南大学,73,电子科学与技术,山东,物理,2021,常规1志愿,615,9949,6,- ,,,,,,,,,,,,,
不分文理,A019,中国农业大学,4H,化学类,山东,化学,2021,常规1志愿,615,9951,4,- ,,,,,,,,,,,,,
不分文理,A183,吉林大学,9G,经济学类(经济学院),山东,不限,2021,常规1志愿,615,9693,15,- ,,,,,,,,,,,,,
不分文理,H213,哈尔滨工业大学(威海),2E,软件工程,山东,物理,2021,常规1志愿,615,9915,46,- ,,,,,,,,,,,,,
不分文理,A533,中南大学,B2,能源动力类(能源类),山东,物理和化学,2021,常规1志愿,615,9803,14,- ,,,,,,,,,,,,,
不分文理,A651,西南财经大学,3B,计算金融,山东,物理,2021,常规1志愿,615,9768,2,- ,,,,,,,,,,,,,
不分文理,A572,广州中医药大学,02,中医学(5+3一体化),山东,物理或化学或生物,2021,常规1志愿,615,9675,2,- ,,,,,,,,,,,,,
不分文理,A651,西南财经大学,3Q,计算机类,山东,物理,2021,常规1志愿,615,9732,3,- ,,,,,,,,,,,,,
不分文理,A652,西南政法大学,04,法学,山东,不限,2021,常规1志愿,615,10026,3,- ,,,,,,,,,,,,,
不分文理,A052,中央民族大学,38,计算机类,山东,物理,2021,常规1志愿,615,9724,3,- ,,,,,,,,,,,,,
不分文理,A652,西南政法大学,06,法学,山东,不限,2021,常规1志愿,615,9987,5,- ,,,,,,,,,,,,,
不分文理,A423,中国海洋大学,A5,会计学,山东,不限,2021,常规1志愿,615,9806,17,- ,,,,,,,,,,,,,
不分文理,A652,西南政法大学,07,法学,山东,不限,2021,常规1志愿,615,9749,2,- ,,,,,,,,,,,,,
不分文理,A053,中国政法大学,14,德语,山东,不限,2021,常规1志愿,615,9945,3,- ,,,,,,,,,,,,,
不分文理,A004,北京交通大学,02,外国语言文学类,山东,不限,2021,常规1志愿,615,9833,5,- ,,,,,,,,,,,,,
不分文理,A004,北京交通大学,14,建筑类,山东,物理,2021,常规1志愿,615,9940,5,- ,,,,,,,,,,,,,
不分文理,A004,北京交通大学,1D,机械类(智能制造与智能装备),山东,物理,2021,常规1志愿,615,9738,16,- ,,,,,,,,,,,,,
不分文理,H614,电子科技大学(沙河校区),CM,临床医学,山东,物理和化学,2021,常规1志愿,614,10177,7,- ,,,,,,,,,,,,,
不分文理,A403,南昌大学,62,口腔医学,山东,物理或化学或生物,2021,常规1志愿,614,10193,3,- ,,,,,,,,,,,,,
不分文理,A520,中南财经政法大学,06,金融学类,山东,不限,2021,常规1志愿,614,10186,16,- ,,,,,,,,,,,,,
不分文理,A008,北京科技大学,16,数学类,山东,物理,2021,常规1志愿,614,10279,5,- ,,,,,,,,,,,,,
不分文理,A520,中南财经政法大学,0N,经济统计学(国家级一流本科专业),山东,物理,2021,常规1志愿,614,10331,1,- ,,,,,,,,,,,,,
不分文理,A030,北京外国语大学(中外),03,国际经济与贸易(中外),山东,不限,2021,常规1志愿,614,10072,2,中外,,,,,,,,,,,,,
不分文理,A319,南京师范大学,1G,外国语言文学类(双外语),山东,不限,2021,常规1志愿,614,10172,2,- ,,,,,,,,,,,,,
不分文理,A285,苏州大学,3C,知识产权,山东,不限,2021,常规1志愿,614,10173,2,- ,,,,,,,,,,,,,
不分文理,P020,海军军医大学,13,临床医学(临床医师),山东,化学和生物,2021,常规1志愿,614,10211,13,- ,,,,,,,,,,,,,
不分文理,A287,南京航空航天大学,01,工程力学,山东,物理,2021,常规1志愿,614,10388,3,- ,,,,,,,,,,,,,
不分文理,A287,南京航空航天大学,05,自动化,山东,物理,2021,常规1志愿,614,10181,10,- ,,,,,,,,,,,,,
不分文理,A287,南京航空航天大学,0H,飞行器控制与信息工程,山东,物理,2021,常规1志愿,614,10140,3,- ,,,,,,,,,,,,,
不分文理,A559,暨南大学,06,网络与新媒体,山东,不限,2021,常规1志愿,614,10405,2,- ,,,,,,,,,,,,,
不分文理,A287,南京航空航天大学,0P,信息安全,山东,物理,2021,常规1志愿,614,10245,3,- ,,,,,,,,,,,,,
不分文理,A287,南京航空航天大学,0R,物联网工程,山东,物理,2021,常规1志愿,614,10091,2,- ,,,,,,,,,,,,,
不分文理,A287,南京航空航天大学,13,机器人工程,山东,物理,2021,常规1志愿,614,10337,2,- ,,,,,,,,,,,,,
不分文理,A141,大连理工大学,47,能源与动力工程,山东,物理,2021,常规1志愿,614,10182,8,- ,,,,,,,,,,,,,
不分文理,A268,上海中医药大学,03,中医学(5+3一体化，针灸推拿英语方向),山东,物理或化学或生物,2021,常规1志愿,614,10365,2,- ,,,,,,,,,,,,,
不分文理,A141,大连理工大学,6D,船舶与海洋工程,山东,物理,2021,常规1志愿,614,10383,6,- ,,,,,,,,,,,,,
不分文理,A730,兰州大学,68,口腔医学,山东,物理或化学或生物,2021,常规1志愿,614,10105,10,- ,,,,,,,,,,,,,
不分文理,A183,吉林大学,09,新闻传播学类,山东,不限,2021,常规1志愿,614,10263,6,- ,,,,,,,,,,,,,
不分文理,A183,吉林大学,42,政治学与行政学,山东,不限,2021,常规1志愿,614,10258,6,- ,,,,,,,,,,,,,
不分文理,A183,吉林大学,43,外交学,山东,思想政治或历史,2021,常规1志愿,614,10359,2,- ,,,,,,,,,,,,,
不分文理,A532,湖南大学,5M,行政管理,山东,不限,2021,常规1志愿,614,10329,3,- ,,,,,,,,,,,,,
不分文理,A422,山东大学,Y5,土木类,山东,物理,2021,常规1志愿,614,10421,18,- ,,,,,,,,,,,,,
不分文理,A422,山东大学,Y8,环境科学与工程类,山东,物理或化学或生物,2021,常规1志愿,614,10418,30,- ,,,,,,,,,,,,,
不分文理,A532,湖南大学,5Y,能源与动力工程,山东,物理或化学,2021,常规1志愿,614,10116,2,- ,,,,,,,,,,,,,
不分文理,A532,湖南大学,62,城乡规划,山东,物理,2021,常规1志愿,614,10127,2,- ,,,,,,,,,,,,,
不分文理,A183,吉林大学,76,软件工程,山东,物理,2021,常规1志愿,614,10372,22,- ,,,,,,,,,,,,,
不分文理,A422,山东大学,YL,管理科学与工程类,山东,物理,2021,常规1志愿,614,10274,20,- ,,,,,,,,,,,,,
不分文理,A511,华中师范大学,33,生物科学类,山东,物理或化学或生物,2021,常规1志愿,614,10063,2,- ,,,,,,,,,,,,,
不分文理,A052,中央民族大学,02,经济学类,山东,不限,2021,常规1志愿,614,10083,6,- ,,,,,,,,,,,,,
不分文理,A423,中国海洋大学,9D,计算机类,山东,物理,2021,常规1志愿,614,10146,29,- ,,,,,,,,,,,,,
不分文理,A052,中央民族大学,14,公共管理类,山东,不限,2021,常规1志愿,614,10382,3,- ,,,,,,,,,,,,,
不分文理,A280,上海大学,50,理科试验班类,山东,物理,2021,常规1志愿,614,10134,10,- ,,,,,,,,,,,,,
不分文理,A635,西南大学,4C,思想政治教育,山东,思想政治,2021,常规1志愿,614,10403,1,- ,,,,,,,,,,,,,
不分文理,A025,首都医科大学,14,临床药学,山东,物理或化学或生物,2021,常规1志愿,614,10056,2,- ,,,,,,,,,,,,,
不分文理,A025,首都医科大学,16,生物医学工程,山东,物理或化学,2021,常规1志愿,614,10276,1,- ,,,,,,,,,,,,,
不分文理,A701,西安电子科技大学,13,自动化类(智能制造及智能测控),山东,物理,2021,常规1志愿,613,10585,36,- ,,,,,,,,,,,,,
不分文理,A226,哈尔滨医科大学,03,临床医学(5+3一体化，儿科学),山东,化学和生物,2021,常规1志愿,613,10633,1,- ,,,,,,,,,,,,,
不分文理,A315,南京中医药大学,02,中医学(5+3一体化，中医拔尖创新人才培养模式改革),山东,化学或生物,2021,常规1志愿,613,10663,4,- ,,,,,,,,,,,,,
不分文理,A226,哈尔滨医科大学,06,临床医学,山东,化学和生物,2021,常规1志愿,613,10525,8,- ,,,,,,,,,,,,,
不分文理,A285,苏州大学,1T,电子信息类,山东,物理,2021,常规1志愿,613,10691,2,- ,,,,,,,,,,,,,
不分文理,A319,南京师范大学,11,法学,山东,不限,2021,常规1志愿,613,10728,3,- ,,,,,,,,,,,,,
不分文理,A008,北京科技大学,27,管理科学与工程类,山东,物理,2021,常规1志愿,613,10732,5,- ,,,,,,,,,,,,,
不分文理,A520,中南财经政法大学,0Z,工商管理类(财务会计),山东,不限,2021,常规1志愿,613,10490,10,- ,,,,,,,,,,,,,
不分文理,A294,河海大学,ZM,计算机科学与技术,山东,物理,2021,常规1志愿,613,10700,2,- ,,,,,,,,,,,,,
不分文理,P030,空军军医大学,13,临床医学,山东,化学和生物,2021,常规1志愿,613,10752,12,- ,,,,,,,,,,,,,
不分文理,A559,暨南大学,04,广告学,山东,不限,2021,常规1志愿,613,10712,2,- ,,,,,,,,,,,,,
不分文理,A287,南京航空航天大学,10,电子信息类,山东,物理,2021,常规1志愿,613,10530,10,- ,,,,,,,,,,,,,
不分文理,A559,暨南大学,53,金融学,山东,不限,2021,常规1志愿,613,10579,2,- ,,,,,,,,,,,,,
不分文理,A287,南京航空航天大学,1P,航空航天类,山东,物理,2021,常规1志愿,613,10809,30,- ,,,,,,,,,,,,,
不分文理,A013,北京邮电大学,0F,日语,山东,不限,2021,常规1志愿,613,10771,3,- ,,,,,,,,,,,,,
不分文理,A141,大连理工大学,66,工商管理类(经济管理实验班),山东,物理,2021,常规1志愿,613,10440,8,- ,,,,,,,,,,,,,
不分文理,A288,南京理工大学,4Q,电子信息类,山东,物理,2021,常规1志愿,613,10614,14,- ,,,,,,,,,,,,,
不分文理,A532,湖南大学,5F,工商管理,山东,不限,2021,常规1志愿,613,10797,8,- ,,,,,,,,,,,,,
不分文理,A532,湖南大学,6G,生物技术,山东,物理或化学或生物,2021,常规1志愿,613,10610,2,- ,,,,,,,,,,,,,
不分文理,A532,湖南大学,6J,生物医学工程,山东,物理或化学或生物,2021,常规1志愿,613,10761,3,- ,,,,,,,,,,,,,
不分文理,H213,哈尔滨工业大学(威海),02,机器人工程,山东,物理,2021,常规1志愿,613,10484,18,- ,,,,,,,,,,,,,
不分文理,A019,中国农业大学,4F,水利类,山东,物理,2021,常规1志愿,613,10769,4,- ,,,,,,,,,,,,,
不分文理,A651,西南财经大学,26,管理科学与工程类,山东,物理,2021,常规1志愿,613,10573,1,- ,,,,,,,,,,,,,
不分文理,A052,中央民族大学,09,教育学,山东,不限,2021,常规1志愿,613,10695,2,- ,,,,,,,,,,,,,
不分文理,A052,中央民族大学,13,工商管理类,山东,不限,2021,常规1志愿,613,10447,4,- ,,,,,,,,,,,,,
不分文理,A533,中南大学,B9,医学技术类(医学四年类),山东,物理或化学或生物,2021,常规1志愿,613,10519,10,- ,,,,,,,,,,,,,
不分文理,A651,西南财经大学,3J,工商管理类,山东,不限,2021,常规1志愿,613,10469,4,- ,,,,,,,,,,,,,
不分文理,A052,中央民族大学,15,外国语言文学类,山东,不限,2021,常规1志愿,613,10510,3,- ,,,,,,,,,,,,,
不分文理,A423,中国海洋大学,A9,金融学,山东,不限,2021,常规1志愿,613,10800,12,- ,,,,,,,,,,,,,
不分文理,A276,华东政法大学,3Z,新闻传播学类,山东,不限,2021,常规1志愿,613,10524,2,- ,,,,,,,,,,,,,
不分文理,A701,西安电子科技大学,06,数学类(数学、统计与信息、计算机科学深度融合培养),山东,物理,2021,常规1志愿,612,10957,7,- ,,,,,,,,,,,,,
不分文理,A251,华东理工大学,99,电子信息类(智能与机器人实验班),山东,物理,2021,常规1志愿,612,11109,11,- ,,,,,,,,,,,,,
不分文理,A285,苏州大学,12,法语,山东,不限,2021,常规1志愿,612,11180,2,- ,,,,,,,,,,,,,
不分文理,A008,北京科技大学,17,应用物理学,山东,物理,2021,常规1志愿,612,10982,3,- ,,,,,,,,,,,,,
不分文理,A520,中南财经政法大学,0P,金融数学,山东,物理,2021,常规1志愿,612,11241,4,- ,,,,,,,,,,,,,
不分文理,A008,北京科技大学,25,工商管理类,山东,不限,2021,常规1志愿,612,10858,8,- ,,,,,,,,,,,,,
不分文理,P020,海军军医大学,14,麻醉学(临床麻醉医师),山东,化学和生物,2021,常规1志愿,612,11192,2,- ,,,,,,,,,,,,,
不分文理,P030,空军军医大学,11,基础医学,山东,化学和生物,2021,常规1志愿,612,10856,2,- ,,,,,,,,,,,,,
不分文理,A287,南京航空航天大学,09,探测制导与控制技术,山东,物理,2021,常规1志愿,612,10979,2,- ,,,,,,,,,,,,,
不分文理,A287,南京航空航天大学,0M,光电信息科学与工程,山东,物理,2021,常规1志愿,612,10980,4,- ,,,,,,,,,,,,,
不分文理,A287,南京航空航天大学,0V,应用统计学,山东,物理,2021,常规1志愿,612,10935,2,- ,,,,,,,,,,,,,
不分文理,A141,大连理工大学,24,生物工程,山东,化学,2021,常规1志愿,612,11043,4,- ,,,,,,,,,,,,,
不分文理,A559,暨南大学,4A,临床医学,山东,化学和生物,2021,常规1志愿,612,10904,2,- ,,,,,,,,,,,,,
不分文理,A033,中国传媒大学,65,数据科学与大数据技术,山东,物理,2021,常规1志愿,612,10934,3,- ,,,,,,,,,,,,,
不分文理,A183,吉林大学,57,化学类,山东,化学,2021,常规1志愿,612,11046,18,- ,,,,,,,,,,,,,
不分文理,A422,山东大学,XR,材料类,山东,物理,2021,常规1志愿,612,11225,65,- ,,,,,,,,,,,,,
不分文理,A613,西南交通大学,49,应用心理学,山东,不限,2021,常规1志愿,612,10960,1,- ,,,,,,,,,,,,,
不分文理,A532,湖南大学,5Q,化学类,山东,物理或化学,2021,常规1志愿,612,11013,6,- ,,,,,,,,,,,,,
不分文理,A183,吉林大学,73,通信工程,山东,物理,2021,常规1志愿,612,11240,16,- ,,,,,,,,,,,,,
不分文理,A532,湖南大学,6C,国际经济与贸易,山东,不限,2021,常规1志愿,612,11087,6,- ,,,,,,,,,,,,,
不分文理,A532,湖南大学,6E,工业设计,山东,不限,2021,常规1志愿,612,11050,5,- ,,,,,,,,,,,,,
不分文理,H213,哈尔滨工业大学(威海),11,电子信息类,山东,物理,2021,常规1志愿,612,11251,95,- ,,,,,,,,,,,,,
不分文理,A183,吉林大学,9N,电子信息类,山东,物理和化学,2021,常规1志愿,612,10847,30,- ,,,,,,,,,,,,,
不分文理,A423,中国海洋大学,97,海洋科学,山东,物理,2021,常规1志愿,612,11167,23,- ,,,,,,,,,,,,,
不分文理,A052,中央民族大学,10,汉语国际教育,山东,不限,2021,常规1志愿,612,10911,2,- ,,,,,,,,,,,,,
不分文理,A511,华中师范大学,54,政治学类,山东,思想政治,2021,常规1志愿,612,11174,2,- ,,,,,,,,,,,,,
不分文理,A699,西北工业大学,19,经济与贸易类(国贸与法学),山东,不限,2021,常规1志愿,612,10875,4,- ,,,,,,,,,,,,,
不分文理,A276,华东政法大学,3Q,经济学类,山东,不限,2021,常规1志愿,612,10964,4,- ,,,,,,,,,,,,,
不分文理,A200,东北师范大学,B2,汉语言文学(师范类),山东,不限,2021,常规1志愿,612,10859,2,- ,,,,,,,,,,,,,
不分文理,A145,东北大学,0Q,人工智能,山东,物理,2021,常规1志愿,612,10866,5,- ,,,,,,,,,,,,,
不分文理,A200,东北师范大学,B4,英语(师范类),山东,不限,2021,常规1志愿,612,11160,3,- ,,,,,,,,,,,,,
不分文理,A145,东北大学,0R,计算机类,山东,物理,2021,常规1志愿,612,11085,26,- ,,,,,,,,,,,,,
不分文理,A145,东北大学,0W,机器人工程,山东,物理,2021,常规1志愿,612,11214,2,- ,,,,,,,,,,,,,
不分文理,A025,首都医科大学,10,基础医学,山东,物理和化学,2021,常规1志愿,612,11059,2,- ,,,,,,,,,,,,,
不分文理,A251,华东理工大学,21,经济学类,山东,不限,2021,常规1志愿,612,10886,4,- ,,,,,,,,,,,,,
不分文理,A054,华北电力大学(北京),09,计算机类,山东,物理,2021,常规1志愿,612,11029,11,- ,,,,,,,,,,,,,
不分文理,A343,温州医科大学,56,临床医学,山东,化学和生物,2021,常规1志愿,612,10925,3,- ,,,,,,,,,,,,,
不分文理,A285,苏州大学,1B,数学类,山东,物理,2021,常规1志愿,611,11319,4,- ,,,,,,,,,,,,,
不分文理,A294,河海大学,T1,水利类(大禹强化班),山东,物理,2021,常规1志愿,611,11426,5,- ,,,,,,,,,,,,,
不分文理,A520,中南财经政法大学,0T,经济学类,山东,不限,2021,常规1志愿,611,11346,12,- ,,,,,,,,,,,,,
不分文理,A285,苏州大学,2P,生物技术,山东,物理或化学,2021,常规1志愿,611,11615,1,- ,,,,,,,,,,,,,
不分文理,A319,南京师范大学,1J,历史学类,山东,历史或地理,2021,常规1志愿,611,11403,5,- ,,,,,,,,,,,,,
不分文理,A287,南京航空航天大学,03,车辆工程,山东,物理,2021,常规1志愿,611,11396,2,- ,,,,,,,,,,,,,
不分文理,A287,南京航空航天大学,04,能源与动力工程,山东,物理,2021,常规1志愿,611,11560,3,- ,,,,,,,,,,,,,
不分文理,A559,暨南大学,1E,法学,山东,不限,2021,常规1志愿,611,11370,2,- ,,,,,,,,,,,,,
不分文理,A141,大连理工大学,23,过程装备与控制工程,山东,物理,2021,常规1志愿,611,11342,5,- ,,,,,,,,,,,,,
不分文理,A590,深圳大学,23,自动化,山东,物理,2021,常规1志愿,611,11573,1,- ,,,,,,,,,,,,,
不分文理,A033,中国传媒大学,52,通信工程,山东,物理,2021,常规1志愿,611,11624,2,- ,,,,,,,,,,,,,
不分文理,A033,中国传媒大学,63,计算机科学与技术,山东,物理,2021,常规1志愿,611,11644,2,- ,,,,,,,,,,,,,
不分文理,A288,南京理工大学,29,数据科学与大数据技术,山东,物理,2021,常规1志愿,611,11501,8,- ,,,,,,,,,,,,,
不分文理,A288,南京理工大学,4T,自动化类,山东,物理,2021,常规1志愿,611,11372,15,- ,,,,,,,,,,,,,
